#a,b
1.24238,-1.10423
2.09315,2.48459
-1.20993,-0.54395
0.12357,0.25884
1.77377,2.17489
-0.82408,1.25784
0.84628,-1.45253
1.95905,2.77272
-0.63931,0.03344
0.71485,-0.70939
2.39993,1.88865
-1.02565,0.08624
0.99400,-1.00007
3.02034,1.81683
0.47727,0.00694
1.18869,-0.28018
3.01950,1.39641
-1.64803,-0.45559
0.58727,-1.02956
2.30139,1.25665
-1.26340,0.22210
1.10556,-0.85431
2.05470,2.09661
-0.97963,-0.31646
1.55492,-1.61591
2.99713,2.14067
-0.97756,0.03363
2.03249,-0.65477
3.36782,3.15577
-0.91454,-0.81241
0.98557,-1.42693
2.28777,1.05285
-0.90586,-0.25890
0.97702,-0.96874
3.33327,2.96523
-1.37330,0.16081
1.07313,-0.54830
2.64950,2.82308
-2.46443,-1.51708
1.57695,-1.51861
2.20692,2.06279
-1.49249,0.25653
1.24717,-0.84095
1.83955,1.81526
-0.76420,0.41200
0.64330,-2.39307
0.83569,3.05731
-0.96636,0.00895
0.72267,-0.64566
2.28926,2.13047
-1.19965,1.83223
0.70988,-1.47161
2.00869,1.95891
-0.99519,-0.33023
0.93348,0.31393
1.54349,1.62863
-0.99165,-0.01748
1.09335,-0.59126
1.85466,1.77807
-0.08547,-0.31902
0.83471,-0.28235
1.22516,1.56851
-0.38975,-0.20399
2.51289,-1.84234
1.11638,2.14280
-0.93751,-0.02292
0.83781,-0.11743
0.67549,2.85096
-0.41702,-0.89128
0.93681,-0.93734
2.01696,2.78609
-1.24287,0.24431
1.36552,-0.81030
1.43971,2.24642
-0.42202,1.29502
0.70184,0.01620
1.89780,1.98767
-1.84383,-0.40821
0.21504,-2.01753
2.36365,0.65146
-1.15644,-0.06835
-0.59277,0.21139
2.32750,1.90854
-1.35336,-0.73383
0.76430,-0.49659
2.41856,1.77741
-0.10168,-2.53048
2.02274,-1.67849
2.56583,1.72926
-1.52130,0.72919
1.06852,-0.74343
1.42925,2.99174
0.67206,-1.26232
1.37757,-0.09259
1.11743,2.69439
-1.02101,0.02451
0.36789,-0.55180
1.69267,1.29345
0.15248,0.35232
1.65278,-1.43307
2.07279,0.43597
-0.74377,0.20831
-2.05253,-0.47115
1.58553,1.83258
-0.93519,-0.03065
2.11220,0.93151
1.92943,0.74097
-0.73897,-0.13249
0.86848,-1.04922
1.51200,2.25454
-1.70962,-0.88867
0.96641,-2.44514
2.16790,1.68576
-0.67633,0.71728
1.39963,-1.75484
1.17314,1.72646
-2.18711,-0.42630
1.86196,0.11146
1.22865,2.16393
-1.42760,0.37673
0.22392,-0.78878
0.65394,2.91315
0.25235,0.17517
1.30830,-0.97116
1.97764,1.97284
-0.97678,0.46929
1.72157,-1.96751
1.01364,3.13586
-1.08376,-0.04343
1.51285,-0.33317
1.61246,1.19890
-1.34408,0.76133
1.12095,-1.19079
1.67922,2.25456
-0.99529,0.11454
0.97819,-0.39003
2.58760,1.40030
-0.95906,-0.31505
0.45920,-0.28926
1.97843,2.12072
-0.94342,0.26738
-0.03384,-2.22923
1.80532,1.96654
-1.00022,-0.00914
1.83132,-1.18598
1.51897,2.01150
-2.46212,0.87822
1.04344,-1.04210
1.97036,2.00865
-0.93880,-0.11055
0.86039,-1.47311
0.79811,2.20824
-1.05124,-0.05770
0.43731,-3.10271
2.87262,2.56543
-1.46829,-0.77189
1.18126,-1.30325
1.05202,1.95229
-1.58283,-0.37280
0.93349,-1.04834
2.65740,2.63380
-0.79965,0.13281
1.18528,-0.89622
0.75393,2.59882
-1.93798,-0.47509
0.82714,-0.99759
0.80965,1.95554
-0.87587,0.41495
0.51431,-0.05068
0.33222,1.93457
-1.01886,0.01606
-0.20301,-2.10140
1.58712,3.36951
-2.35134,-0.20706
0.96125,-0.95146
1.56990,2.15204
-1.36046,-1.71073
1.02782,-0.09112
2.62024,1.77445
-0.93873,-0.14084
1.62998,-0.54800
1.46788,2.95595
-0.56671,0.42936
0.64496,-2.12300
1.65999,2.33759
-1.36816,-1.29702
0.61159,-0.55261
1.19446,3.34931
-2.75961,0.71727
0.63381,-1.55479
1.93327,2.06326
-1.39651,-0.68415
0.97165,-0.94971
1.80116,1.70794
-1.24279,0.49553
0.89606,-1.41126
1.73269,2.54019
-1.03051,0.36026
0.85525,-1.02012
2.25930,1.13185
-0.67423,0.00930
0.99882,-0.78914
2.05089,2.03142
-0.52322,1.12481
0.28031,-2.07610
2.16733,2.84572
-0.98854,0.09946
1.31824,-1.30781
2.13171,2.10492
-0.31171,0.08773
0.54757,0.23510
1.87525,1.70960
-1.14281,0.02648
0.15978,-0.83695
2.43515,0.72332
0.27793,-0.70582
1.29320,-1.20088
1.52505,1.65068
-0.94136,0.08035
-0.77088,0.40966
2.48434,2.79866
0.11330,-0.60652
1.96101,-0.64048
1.84106,1.39115
-1.17465,-0.35059
1.47519,-1.40481
2.37523,1.91662
0.42440,-0.56406
0.62561,-1.30261
0.78701,0.81282
0.17439,0.22311
0.38948,-1.88053
2.11548,1.82464
-0.91027,-0.55673
1.85116,-0.58633
2.64477,1.82718
-1.08188,0.14442
1.64355,-1.77472
1.67606,1.91615
-2.32823,1.18005
1.34628,-1.47167
2.75174,2.87506
-0.79758,-0.60020
-0.29736,-0.83802
1.42670,2.82806
0.22924,-3.21478
0.69294,-1.44680
2.88959,2.14146
-0.53306,-0.53554
2.87137,-0.97768
1.34621,2.94405
-0.96682,-0.05718
-1.13141,-1.40248
1.99704,2.00601
-1.03058,0.07319
1.07215,-0.80748
2.13384,1.97128
-0.91921,-0.02914
0.13442,-0.65318
2.26708,2.02404
-0.39870,-0.00134
1.22811,-1.92328
2.43834,0.85873
-0.80136,0.29139
1.05779,-1.55311
1.71988,2.15087
-1.17971,-0.14648
0.57539,-1.41759
2.22861,1.15996
-0.91524,-0.06105
0.94053,-0.92022
2.27110,0.97394
-1.43713,-0.37694
0.40986,-0.94877
2.42841,2.16046
-0.83631,1.04528
1.48348,-0.63706
1.04033,1.89339
-0.99375,-0.21380
0.45600,-2.15511
2.09623,2.60173
-0.32085,0.54044
0.37763,-0.16204
3.46772,2.27483
-0.61371,-0.00059
1.13342,-0.58561
0.53928,2.49992
-1.54081,0.13484
0.77526,-1.55617
2.98278,2.73234
-1.14227,-0.11210
0.76186,-1.18988
2.20496,0.86315
-0.97245,-0.39938
-0.99925,-1.74320
0.15179,2.57920
-0.42844,1.41464
1.13090,-1.04470
2.76813,2.96345
-1.00044,0.04458
1.00666,-0.55940
2.95526,0.04765
-1.49801,-0.73629
0.97914,-1.13162
2.88978,1.67420
-1.45702,0.09222
1.71553,-1.53841
2.91650,2.98378
-1.38466,-1.87318
2.11502,0.35801
2.07331,1.61072
-1.02068,-0.00344
1.00174,-0.62421
2.03850,1.80726
-1.71946,-0.68147
0.91117,-1.83578
0.69701,3.86894
-1.78815,-0.51026
-0.10615,-2.16846
1.03870,3.41426
-1.11970,0.21307
0.97458,-1.11209
1.18326,1.68719
-0.28381,-1.59682
0.80475,-0.54620
3.11710,2.20587
-0.76534,-0.06715
1.22468,-0.64782
2.28076,1.88448
-1.30974,-0.34159
0.61686,-0.76536
1.99062,1.74623
-2.36953,0.18190
0.95893,-0.90429
2.21032,2.08031
-0.48279,-1.09286
0.62939,-1.35687
1.97334,2.21013
0.26785,0.06652
1.64042,-0.75557
1.80170,2.03486
-2.32046,-0.26168
1.34946,-1.03690
2.49070,1.99574
-2.01512,-1.61662
0.07367,-1.36532
2.39074,1.99178
-1.61615,0.26831
-0.49484,-0.97782
2.11611,1.47700
-1.28583,0.29903
0.12895,-1.26034
2.34420,2.64030
-1.25136,-1.00286
1.54933,-1.39191
0.68579,0.69710
-0.34719,0.32642
1.04767,-1.02965
0.70239,1.64222
-1.33019,1.16981
1.35968,-2.24370
1.67908,3.32097
-0.76058,-0.11982
0.73238,-1.08063
3.75020,1.95178
-1.63790,-0.34185
1.33842,-0.82509
2.17038,1.60190
-0.51609,1.10291
0.46966,-1.92307
1.87870,0.49623
-1.01500,-0.00683
1.08055,-0.65770
2.16659,2.03531
-0.61256,0.43646
2.04147,-1.19564
2.12181,1.85925
0.24062,-1.62481
2.50364,-0.76593
2.12029,0.60132
-0.47992,-0.46362
1.09036,-0.80723
2.86942,2.52707
-0.01528,-0.11523
0.45990,-0.56280
0.90726,2.43054
-1.01315,-0.08131
-0.16057,-1.49443
3.03058,1.98595
-2.35977,-0.69787
0.39939,-0.71138
1.58358,1.65619
-1.26327,-0.45031
0.92340,-1.42849
1.72044,2.07293
-1.11389,-0.53331
0.54250,0.17036
2.93571,1.43467
-0.36948,0.99078
0.90200,-1.92329
1.79850,2.93525
-0.04456,0.00275
1.06826,-1.05833
1.91859,1.91535
-0.21841,-0.53747
1.60167,-0.31294
1.99985,1.98511
-0.17897,-2.67686
0.91218,-0.99590
1.35665,1.97510
-2.53911,0.94587
0.92951,-1.00267
0.80030,2.49239
-1.00049,-0.19262
0.59923,-0.81191
2.39742,2.00906
-0.04897,-1.46746
-0.10399,-1.10089
2.28517,1.56628
-1.11178,0.00122
1.02290,-0.85983
0.88507,2.27954
-0.60285,0.29149
1.01138,-1.95745
1.81517,2.27886
-1.35324,1.53802
1.45357,-0.97492
3.04585,2.82417
-2.58959,-0.70741
1.93967,-0.90250
1.57435,2.33464
-0.54454,0.17122
1.08127,-0.93924
2.18825,2.25846
-2.10380,-0.02908
-0.00732,-0.15468
1.12460,2.95433
-1.06134,-0.96500
0.46191,-0.68931
1.06383,1.52635
-1.35890,0.06085
1.28000,-1.45876
1.98539,1.85703
0.12293,-0.89759
-0.03748,-1.87146
1.58055,2.25307
-1.86416,-0.25603
0.99017,-1.05981
1.78380,2.61232
-0.68380,0.61665
1.33761,-1.07383
3.27653,3.85638
-2.91211,-0.59893
1.00128,-0.99049
1.46855,1.63861
-1.00017,0.00922
1.75171,0.55043
1.19038,2.53595
-1.53655,-1.50053
1.97753,-0.99542
1.89431,2.18382
-0.62841,-1.32762
1.92993,-0.90442
1.89190,2.00742
-1.28083,-0.33253
1.79612,-1.51715
1.63735,1.80748
-2.08695,0.19773
0.75031,-0.80300
2.96244,2.49173
-1.03584,0.81225
-0.16420,-2.23698
1.90034,1.74870
-1.39990,0.19081
0.95730,-1.28843
1.95867,2.16682
-0.98823,0.20914
1.10467,-1.07310
2.59890,1.56364
-1.30844,0.76588
-0.15774,-1.16712
1.38612,1.04462
0.43273,0.56878
0.90564,0.34470
2.56392,2.70059
0.03810,-0.11626
1.47072,-0.42536
2.01375,1.99088
-2.33606,-2.67609
1.93521,-2.05598
2.24392,2.37246
-1.20437,0.01719
2.06612,0.18432
1.13650,1.95329
0.21675,1.47471
0.38796,-0.82592
2.11589,3.21132
-1.03958,0.11736
1.54952,-0.29105
1.97152,1.78621
-0.26380,0.01283
1.57445,-1.23436
2.34138,2.56555
-0.82553,0.00078
1.23361,-1.06146
2.53173,2.99927
-0.92462,-0.21582
-0.19397,-2.35433
2.32898,1.54496
0.33755,-0.01228
1.36266,-1.28765
1.69602,1.22780
-1.24382,0.58920
2.31451,-1.98807
3.73782,1.45886
-1.06707,-0.33210
0.99055,-1.09738
2.28032,1.05457
-1.57504,0.09501
1.18485,-0.43486
1.47551,3.17989
-0.83579,-0.75096
2.38963,-0.74508
2.29421,2.48976
-2.06455,0.28826
1.11412,-0.79298
2.51206,2.19348
-1.57289,0.76324
1.27399,-0.99521
2.02143,1.98942
-1.16302,0.36702
1.69936,-0.64342
2.35865,1.70287
-0.67761,-1.43036
0.77888,-1.24605
2.45307,3.23034
-0.14534,-1.78366
1.18172,-1.75484
1.98457,1.94289
-0.80653,0.38652
0.91174,-2.60729
3.18064,1.67183
-1.47363,-0.28021
1.36930,-1.26103
1.65042,2.39413
-1.76061,-0.20431
1.16242,-0.52850
1.11764,1.75949
-0.08486,0.21283
1.38518,-0.82207
2.77320,1.99606
-1.03225,-0.54608
1.10142,-1.03577
1.93980,1.95152
-0.84695,-0.04207
2.59893,-1.35900
1.38954,0.53433
-0.63302,0.33609
1.26111,-0.44734
1.20326,1.74072
0.23250,-0.65419
1.88658,-1.01009
2.02492,3.17170
-1.07059,0.14625
0.45486,-0.24180
1.03304,3.34867
-1.77680,-0.67804
0.91971,-0.95581
1.77800,2.50572
-0.05355,-0.86512
0.78231,0.00631
1.34104,2.08620
-0.82322,-0.23886
2.26837,-0.13201
2.43146,3.01321
-1.60682,-0.48244
1.02444,-1.04450
1.70305,2.80999
-0.49311,0.10376
0.98066,0.86155
2.10286,1.94970
-0.00478,0.63981
1.30966,-1.03217
2.57401,2.07343
-2.41458,-0.93498
2.10078,-0.44003
1.19435,2.19776
-0.48034,-0.36906
2.38389,-0.36412
1.87482,1.87578
1.06951,-1.73173
1.58005,-0.87667
0.90453,2.15526
-0.63772,-0.97631
0.99914,-0.99928
1.62248,0.96139
-1.12232,0.76672
0.91208,-0.89259
2.00744,2.45717
-1.05669,0.09113
0.52941,-1.01665
1.16145,1.07944
-0.99614,1.21054
0.87755,-0.72407
2.41378,3.02856
-2.60304,0.31046
0.71935,-0.64035
1.99148,1.76170
-1.55511,-0.88865
0.93447,-1.21961
1.78169,1.83200
-1.00367,-0.69563
0.93292,-0.95108
1.04264,2.61655
-0.70660,-2.43571
1.07891,-1.00619
1.39009,1.89548
1.42521,-1.63000
0.80816,-0.32937
1.69411,0.66990
0.24003,0.91290
1.06379,-0.99732
1.35842,2.27568
0.25073,1.45432
1.46667,-0.83475
1.49591,2.72252
-1.66454,-1.68070
0.88493,-0.30376
2.84202,2.42984
-0.90609,0.14757
1.21127,-0.72880
1.86307,0.93219
-0.93401,-0.35655
0.10802,-1.01053
2.64177,1.28233
-3.16489,-0.42634
1.55954,-1.05358
-0.14795,0.41683
-0.13046,0.68869
1.46811,-1.28406
1.94891,1.97157
-0.46926,-0.54607
2.05064,-0.81659
1.65584,2.82042
-0.67930,-0.36775
0.88634,-1.10546
2.09910,1.92864
0.12541,-0.75105
1.01074,-1.84538
1.88957,2.03485
-3.09552,0.95588
1.02497,-0.99568
1.42680,2.06300
-0.38318,0.77910
1.40358,-1.20392
1.94741,1.96456
-2.20125,0.80798
2.00178,-1.30663
1.38547,2.97677
-0.78776,0.00853
-0.36222,-1.04803
1.53058,1.47755
-2.34970,-0.85022
0.40606,-1.11709
1.71930,1.97633
-0.26646,-1.03558
1.42251,0.97404
2.63395,3.51143
-0.21535,-0.55330
1.07521,-1.14109
0.46559,2.25417
0.17985,0.97023
0.58970,-1.32426
2.07040,2.00764
-1.52385,1.00488
0.25631,-1.59830
2.06427,2.34452
-1.04470,0.16458
0.90260,-1.18245
1.88872,1.96175
-1.21875,1.15144
0.74217,-1.59005
1.74602,3.11559
-0.76624,-1.21505
1.17360,-1.71593
4.67816,2.54491
-1.89924,-0.12336
-0.49904,-0.43143
3.77627,1.77500
0.22118,1.04785
1.03349,-0.49678
2.31379,3.04854
-0.77811,-0.10091
0.45791,0.19572
0.99183,1.97228
-0.20429,-1.17742
1.13823,-3.76688
0.37851,0.12523
-0.84426,-0.24502
1.09313,-1.98186
0.59131,1.51241
-0.37642,-0.08871
0.28692,-2.06612
2.91625,1.83033
-0.48979,0.53852
1.48259,-1.39130
1.73981,2.00865
-1.54746,0.12235
2.55394,-1.93920
1.89539,2.25097
-0.30332,0.11422
1.23751,-0.53290
2.53972,2.34171
-0.66266,0.25274
1.43241,-1.20676
2.53165,2.76647
-0.81057,0.45162
0.10981,-0.00215
0.24419,0.75638
0.20270,-0.46980
0.06382,-2.88885
1.64677,3.13694
-0.64371,0.06977
0.46370,-1.07756
2.08178,2.29876
-0.40369,1.89112
1.03802,-1.38774
2.28312,-0.57469
-0.96880,0.29961
1.21489,-0.18600
2.68152,1.65490
-0.94382,0.11171
0.98394,-0.83610
2.24128,2.21545
-0.90299,-0.13842
0.36271,-1.29700
1.14878,1.93589
-1.53236,0.40676
0.22252,-0.64646
2.49923,2.23246
-0.62840,-1.30968
2.49615,-1.62155
2.50178,1.04529
-0.60727,-0.59601
0.67689,0.30025
0.83148,1.60460
-1.02745,0.34756
0.91663,-0.83203
1.96172,2.24973
-1.18847,0.01346
1.08522,-1.00566
2.27630,1.81527
-1.84159,0.66271
1.16365,-1.29979
1.64440,2.46663
0.33533,-1.07744
1.36544,-2.08084
1.45961,2.31067
-0.89601,-0.13849
0.95877,-1.02645
2.23104,2.45890
-1.02521,0.01440
-0.10906,-1.05987
-1.62579,2.23678
-0.99772,-0.02160
1.05281,-2.16878
3.07708,3.25070
-0.60121,-0.67380
0.92273,-0.92683
1.43768,2.21213
-0.86318,-0.38266
1.65019,0.37433
3.06732,1.37076
0.22890,-0.17905
0.08969,-0.38799
1.87290,2.01070
0.12463,0.28275
1.49588,-0.04624
4.39933,1.70890
0.51563,-1.19995
1.18852,-1.83357
0.85620,1.99293
-0.38498,0.35330
0.30192,-2.24828
1.40637,0.74335
-0.05745,-0.29015
0.20860,-2.28354
1.81461,2.67736
-1.51579,0.13241
1.13862,-0.79719
1.86623,2.24283
-0.54877,2.09544
0.47567,-1.92610
2.70834,0.59967
-2.17553,-1.58840
2.90058,-2.50444
1.86235,2.61602
-0.08341,-0.02671
1.06226,-0.48120
3.03000,1.78828
-1.04820,0.31042
-0.07809,-1.25225
2.26864,2.43815
-1.00998,-0.00401
0.88716,-0.72662
2.79742,1.75861
-0.81250,-0.07002
1.18675,-1.15861
2.16620,2.70830
-1.00043,-0.29685
1.10770,0.65374
0.24550,1.75496
-0.91600,0.04362
1.03155,-0.76642
1.92571,2.49064
-0.94515,0.04316
1.63883,-2.11639
2.11610,1.51418
-0.89792,-0.72340
1.27250,-1.25302
2.13899,2.11176
-1.13252,0.26066
1.83927,0.08417
1.53619,2.15332
-1.97836,0.46818
0.25897,-0.02083
1.84164,1.75504
-0.84369,-0.01610
1.04595,-1.67582
2.65902,1.11547
0.17066,-1.01042
1.30184,-1.25724
1.76840,1.62075
-0.77519,-0.02501
3.16543,-0.33456
1.76731,1.76848
-1.94692,0.87209
-0.40589,-0.89990
1.92172,2.05787
-1.02627,0.03159
2.38162,-0.14834
1.00574,2.30244
-1.02684,0.65634
0.95300,-1.24054
2.21658,2.12679
-0.61091,-0.19883
1.54229,-2.15507
2.04894,2.01513
-0.99382,-0.03517
0.70366,-1.47506
3.42429,2.13310
-1.79331,0.00516
0.78767,-1.22412
1.10785,3.47858
-1.76125,0.04432
1.75722,0.23701
2.00268,2.04166
-1.75092,0.13673
3.28435,-1.28143
1.18241,2.47618
-2.24182,-0.28782
0.88717,-0.85920
3.06073,2.59990
-1.84505,2.16863
0.84968,-1.43421
2.20489,2.96507
-1.15235,-0.00236
1.45628,-0.49005
2.28604,2.42443
-1.30939,-0.42500
0.45604,-1.89131
1.35907,1.57440
-3.24564,-0.57681
-0.28804,0.36946
2.41901,1.99947
-1.13859,-0.03487
1.35139,-0.82110
1.91597,3.21135
-0.68557,-1.76388
0.86260,-1.08646
2.82449,2.32441
-0.99216,-0.01345
1.88233,-0.68734
1.97449,1.99405
-1.84320,-0.28802
1.61214,-2.36370
3.52903,2.04461
-0.54049,0.27638
0.54312,-1.53858
2.10750,2.02314
1.04729,1.06370
1.18984,-1.67794
0.75499,2.18367
-1.20316,-0.03064
2.80225,0.28489
2.90116,2.37380
-1.39584,-0.43410
0.62454,-1.17849
3.43716,1.58340
-0.99349,0.01832
0.56619,-0.56160
1.99391,2.01627
-1.95578,-1.28201
0.79494,-0.86576
1.66410,1.50556
-1.37004,-0.40170
0.66454,-0.91720
2.68958,0.82845
-0.29951,0.80022
0.89698,-1.05375
2.01752,2.01496
-1.44977,1.11108
0.99695,-0.99774
1.70717,1.02983
-0.12976,-0.63252
0.89590,-0.97147
2.00934,2.04126
-3.12976,-0.73408
1.66920,-0.89215
1.91838,1.87951
-1.84131,-0.40266
0.90806,-0.64363
1.80605,2.50861
-1.49793,-0.70210
3.23394,-1.94684
2.69718,1.46312
-1.18404,-0.03068
1.16473,-1.16543
0.33060,1.89917
-2.37166,-0.43423
1.47269,-1.60724
0.95347,0.43635
-0.30211,-0.38379
2.30145,0.75012
2.07291,2.62712
-1.52141,-0.63819
1.05573,-0.99865
3.28716,1.21425
0.54901,-2.27021
0.54911,-1.98667
2.30903,1.98369
-0.97606,-0.90025
0.90086,-1.07841
1.93462,1.60302
-2.68704,-2.06199
1.35151,-0.11013
2.10414,2.60606
-0.88242,0.32993
1.70307,-1.50384
1.76069,2.56061
-0.92061,0.05441
0.99861,-1.47010
1.94132,2.14927
0.03085,0.34901
1.10698,-1.12823
3.10022,1.90433
0.79105,-0.04518
-0.08024,-1.41696
2.42782,1.97269
-1.00097,0.72204
0.73842,-2.11936
1.63716,1.30628
-0.76268,1.05404
0.60785,-0.53112
1.99038,1.69459
-0.93665,0.19390
0.80175,-1.40278
2.52138,3.22529
-2.23104,-1.05748
2.29952,-1.67560
2.37391,0.46548
-0.96041,0.02972
1.08016,-1.18369
1.34781,1.59857
-1.26298,-0.42587
0.81592,-0.72633
2.75946,2.37847
0.19814,-1.22442
0.74969,-0.67738
1.43364,1.96481
-0.50336,0.04794
1.05964,-1.29282
2.65713,2.30842
-1.28126,-0.27868
0.98384,-0.93456
3.48747,1.94830
-1.82564,0.47917
0.81845,-0.95108
2.18362,1.79030
0.34766,0.36667
-0.10129,-1.45066
1.61628,2.14468
-0.55565,-1.19234
1.03412,-0.83180
1.81819,0.92806
-1.35965,0.34509
1.15820,-1.02710
1.95355,2.09569
-0.89925,-0.39914
0.91300,-1.15634
2.06625,2.76782
-1.20956,-1.05062
0.97997,0.01961
3.10934,2.58778
-0.77579,-0.81547
1.61700,-1.32998
3.81543,3.07811
-1.31207,-1.09428
0.85017,0.17015
0.85987,2.35100
-1.03489,0.00434
-0.40087,-1.73063
1.45670,2.58482
-0.73425,0.01245
0.34238,-0.55712
1.16914,1.59679
-1.32158,0.54053
1.40210,-0.76985
0.77915,2.80354
-0.82973,0.22506
1.01551,-0.75864
2.14653,1.65151
-1.27555,-1.36043
0.25139,-0.90077
1.21752,2.40944
-1.25159,0.21902
1.64343,0.20586
2.91316,0.45561
-1.24223,-0.20173
1.93309,-2.24069
1.60433,1.60829
-1.98548,0.11278
1.15962,-1.80162
0.74701,2.70418
-0.94745,-0.11841
0.53734,-0.68433
2.55534,2.17257
-0.49962,0.26404
1.88799,-0.02293
2.03245,1.89073
-1.11985,0.07651
0.67775,-0.83092
1.82225,1.76066
-1.14047,-1.21378
0.91564,-2.09048
1.44501,0.53438
0.06501,0.21522
-0.19311,-0.97924
1.86264,2.07081
-0.84602,1.32557
1.41879,-0.29157
1.64028,1.77085
-2.09199,0.91730
-0.00969,-2.25581
2.05653,1.29606
-0.00538,0.52731
0.89900,-1.06482
1.88355,1.66335
0.09419,0.72967
1.14153,-0.84801
0.93700,1.72161
-1.42677,0.98614
0.67878,-1.54913
1.01544,2.31110
-0.69462,-0.12849
1.65900,-1.17480
1.36223,1.83501
-1.13281,-0.02592
0.82143,-1.00632
2.93328,1.56836
-0.84671,0.26152
1.22134,-1.56962
2.25385,1.89038
0.47776,-0.89493
1.43463,-0.68299
3.98736,1.41476
-1.36407,0.11741
1.08477,-1.24359
3.68191,1.81957
-2.60529,-1.07166
1.58325,-2.42544
1.93419,1.90365
-1.53767,0.82234
1.99811,-1.82996
3.75202,3.28537
-1.10896,-1.49119
1.20433,-0.92447
2.18620,2.31483
-1.19392,0.04208
-0.54992,0.20101
2.45936,2.26150
-2.07064,-1.00848
0.61922,-1.03615
1.97497,1.99618
-1.07033,0.06390
0.88520,-0.59353
1.37567,2.82619
-0.14841,1.05282
1.22924,-0.27201
2.03238,1.90581
-0.50274,1.25406
0.43990,-1.10288
3.16037,1.56064
-2.11092,-0.88575
0.80707,-1.06026
2.06341,2.58431
-0.26000,-0.74953
1.07013,-1.41275
1.25226,2.96786
-1.24376,-2.17232
0.41011,0.90857
1.06924,2.00758
-1.50522,0.27413
0.79647,-1.07752
2.15816,2.05944
-0.96925,-0.03263
1.27785,-2.14436
2.28005,3.58244
-1.80996,-1.43431
1.13647,-0.89875
1.88565,2.00168
0.15497,0.30931
0.87642,-0.82577
1.21884,1.22203
-0.06875,-0.95304
0.96184,-0.98194
2.02285,1.99906
-0.71712,-0.30809
1.86523,0.23509
2.20653,2.68695
-0.66861,1.74135
1.99986,-0.23999
2.40188,2.03582
-1.19696,0.01274
0.36208,-1.62097
1.98131,1.99015
-1.03769,-0.26091
1.58191,-1.44936
3.90440,1.74789
-1.75449,0.26602
0.93457,-0.92571
2.10156,2.01195
-0.78437,0.65145
1.16698,-1.65447
1.64757,2.08933
-2.31233,-0.88182
1.28353,-1.09104
3.14125,0.99712
-0.67604,-0.09916
1.46500,-1.13014
2.13064,1.97997
-1.30270,-1.18790
1.40942,-1.37869
1.75443,1.72620
-0.42072,-0.99428
1.32790,-1.72728
1.85570,2.18690
-1.42969,-0.81939
0.47663,0.29302
1.93691,2.17266
-0.44529,0.30333
0.70142,-2.06961
3.25570,1.80272
-2.35476,0.04347
1.67292,-0.20809
1.63366,2.09779
-1.50702,-0.63849
0.74655,-0.90304
0.90241,0.86199
-3.41107,1.23513
1.41296,-2.24963
2.76055,2.03802
-1.25425,0.75418
0.90572,-0.57257
2.21611,2.37740
-0.90416,-0.05364
1.00123,-0.99892
1.45225,2.72231
-0.33050,-0.71153
2.01831,0.57468
4.40798,2.27029
-2.06069,0.73582
0.85758,-1.12556
3.02640,2.41796
-1.17523,-0.22519
1.54889,0.51754
0.47769,2.09378
-1.02131,-0.34083
0.25534,-0.58551
1.47262,3.09235
-1.66463,0.26158
0.58229,-2.27294
2.00286,2.04963
-1.15086,-0.11274
1.07446,-0.86832
2.90355,-0.33104
-1.28149,0.09757
1.16310,-0.05110
1.99859,1.99051
-0.44514,0.41262
0.46292,0.28555
1.56771,2.39787
-0.06796,0.02514
1.00769,-1.00382
2.06380,1.86068
-1.04947,0.77047
1.23308,-1.07592
2.35256,1.88211
-0.29799,0.08510
2.01269,-0.46927
2.21294,2.35715
-0.45225,0.90000
0.25493,-2.34954
2.84329,0.84514
-0.64992,-0.30295
2.10966,-1.14164
1.84642,2.23880
-0.24892,1.28486
0.91754,-1.03283
2.82567,2.09948
-1.15340,0.20583
1.25610,-0.19724
0.50931,1.68931
0.23189,-0.71197
0.74317,-0.73626
1.84344,2.14826
-1.09477,0.11276
0.98188,-0.74112
2.81265,3.05571
-0.85366,0.42043
2.42133,-0.82455
2.13037,3.11823
-1.37398,-0.47075
-0.67495,-0.54910
0.97534,3.14931
-1.61353,0.09253
1.28414,-0.92952
1.55479,1.05181
1.30774,-0.27237
1.24367,-1.60661
1.84365,1.84433
-0.81074,0.21848
1.09333,-0.91626
3.20205,0.82165
-1.09070,0.76685
0.92608,-0.59325
2.51221,1.39195
-1.15260,0.55458
0.93257,0.36998
2.36032,3.06062
-0.81726,1.39375
1.22021,-2.47254
1.98007,2.02118
-1.00378,0.35619
0.51774,-0.52978
1.00335,2.88632
-0.09519,1.82478
1.69962,-0.93344
1.43815,1.91465
-1.32421,0.57356
0.60777,-1.39343
1.96525,3.31532
-1.11017,-0.19549
0.87306,-0.40126
2.05690,1.73929
-0.99263,0.10782
0.64287,-1.12892
0.03499,1.15967
-0.29091,0.49431
0.76571,-1.33784
1.85897,1.78692
-0.57413,0.81196
2.86373,-0.53814
2.26542,2.39150
-1.20187,0.88130
1.76189,-0.33629
0.97513,1.47454
-0.72372,0.27901
1.38419,-1.29147
1.97976,1.95909
-2.04880,0.29748
2.79107,-0.75575
1.60808,2.36260
-1.95846,-0.37516
0.09628,-1.46882
1.56168,2.02478
-0.27366,-0.84511
1.38541,-1.00070
1.57051,1.63903
-1.05506,-0.05658
0.99693,-0.94814
0.86044,1.93109
-0.61928,0.63212
-0.01680,-3.71909
2.13576,1.88612
